"customer_id","staff_id","amount","preformance_rank"
144,2,"7.99","22"
144,2,"8.99","22"
144,2,"0.99","22"
144,2,"3.99","22"
144,2,"6.99","22"
144,2,"2.99","22"
144,2,"6.99","22"
144,2,"2.99","22"
144,2,"2.99","22"
144,2,"4.99","22"
75,2,"0.99","22"
75,2,"2.99","22"
75,2,"0.99","22"
75,2,"2.99","22"
75,2,"1.99","22"
75,2,"4.99","22"
75,2,"6.99","22"
75,2,"0.99","22"
75,2,"5.99","22"
75,2,"4.99","22"
75,2,"4.99","22"
75,2,"5.99","22"
75,2,"5.99","22"
75,2,"8.97","22"
75,2,"2.99","22"
75,2,"2.99","22"
75,2,"0.99","22"
75,2,"0.00","22"
574,2,"2.99","22"
574,2,"5.99","22"
574,2,"3.99","22"
574,2,"2.99","22"
574,2,"4.99","22"
574,2,"2.99","22"
26,2,"0.99","22"
26,2,"4.99","22"
26,2,"4.99","22"
26,2,"2.99","22"
26,2,"0.99","22"
26,2,"1.99","22"
26,2,"8.99","22"
26,2,"4.99","22"
26,2,"2.99","22"
26,2,"6.99","22"
26,2,"3.99","22"
462,2,"2.99","22"
462,2,"8.99","22"
462,2,"6.99","22"
462,2,"9.99","22"
462,2,"0.99","22"
462,2,"8.99","22"
462,2,"5.99","22"
462,2,"3.99","22"
462,2,"2.99","22"
462,2,"2.99","22"
366,2,"2.99","21"
366,2,"0.99","21"
526,2,"1.99","21"
376,2,"4.99","21"
520,2,"5.99","21"
520,2,"4.99","21"
376,2,"4.99","21"
125,2,"0.99","21"
125,2,"7.99","21"
125,2,"0.99","21"
125,2,"2.99","21"
125,2,"0.99","21"
125,2,"2.99","21"
125,2,"6.99","21"
520,2,"6.99","21"
125,2,"6.99","21"
376,2,"2.99","21"
366,2,"1.99","21"
520,2,"4.99","21"
520,2,"2.99","21"
520,2,"2.99","21"
520,2,"4.99","21"
520,2,"2.99","21"
366,2,"2.99","21"
520,2,"2.99","21"
520,2,"5.99","21"
125,2,"2.99","21"
125,2,"2.99","21"
366,2,"0.99","21"
526,2,"0.99","21"
526,2,"7.99","21"
366,2,"1.99","21"
366,2,"4.99","21"
526,2,"2.99","21"
366,2,"4.99","21"
526,2,"0.99","21"
526,2,"7.99","21"
526,2,"2.99","21"
526,2,"4.99","21"
366,2,"0.99","21"
51,2,"4.99","21"
51,2,"4.99","21"
51,2,"6.99","21"
51,2,"4.99","21"
51,2,"5.99","21"
51,2,"6.99","21"
51,2,"2.99","21"
51,2,"1.99","21"
51,2,"0.99","21"
51,2,"2.99","21"
29,2,"2.99","21"
29,2,"10.99","21"
29,2,"6.99","21"
125,2,"7.99","21"
29,2,"6.99","21"
29,2,"2.99","21"
29,2,"6.99","21"
29,2,"2.99","21"
29,2,"2.99","21"
29,2,"2.99","21"
29,2,"2.99","21"
29,2,"4.99","21"
29,2,"3.99","21"
29,2,"0.99","21"
29,2,"0.99","21"
29,2,"1.99","21"
526,2,"3.99","21"
526,2,"6.99","21"
526,2,"2.99","21"
526,2,"4.99","21"
526,2,"6.99","21"
526,2,"0.99","21"
526,2,"6.99","21"
526,2,"4.99","21"
526,2,"4.99","21"
520,2,"2.99","21"
376,2,"0.99","21"
376,2,"3.99","21"
526,2,"8.99","21"
526,2,"2.99","21"
526,2,"5.99","21"
376,2,"8.99","21"
376,2,"2.99","21"
366,2,"2.99","21"
366,2,"4.99","21"
366,2,"4.99","21"
366,2,"6.99","21"
366,2,"5.99","21"
366,2,"2.99","21"
366,2,"5.99","21"
526,2,"2.99","21"
526,2,"5.99","21"
469,2,"4.99","20"
469,2,"6.99","20"
469,2,"7.99","20"
469,2,"4.99","20"
469,2,"3.99","20"
469,2,"0.99","20"
469,2,"6.99","20"
469,2,"0.99","20"
469,2,"0.99","20"
469,2,"0.99","20"
469,2,"0.99","20"
469,2,"4.99","20"
236,2,"2.99","20"
236,2,"4.99","20"
236,2,"5.99","20"
236,2,"3.99","20"
236,2,"6.99","20"
236,2,"4.99","20"
236,2,"5.99","20"
236,2,"8.99","20"
354,2,"2.99","20"
354,2,"2.99","20"
354,2,"0.99","20"
354,2,"0.99","20"
354,2,"8.99","20"
354,2,"4.99","20"
354,2,"0.99","20"
354,2,"2.99","20"
354,2,"6.99","20"
354,2,"0.99","20"
354,2,"2.99","20"
354,2,"0.99","20"
373,2,"8.99","20"
373,2,"0.99","20"
236,2,"6.99","20"
236,2,"4.99","20"
236,2,"3.99","20"
236,2,"4.99","20"
236,2,"2.99","20"
236,2,"4.99","20"
236,2,"4.99","20"
372,2,"4.99","20"
372,2,"9.99","20"
372,2,"8.99","20"
373,2,"0.99","20"
373,2,"7.99","20"
373,2,"7.99","20"
373,2,"3.99","20"
373,2,"3.99","20"
236,2,"0.99","20"
236,2,"4.99","20"
236,2,"4.99","20"
236,2,"3.99","20"
236,2,"0.99","20"
178,2,"4.99","20"
178,2,"0.99","20"
178,2,"4.99","20"
178,2,"4.99","20"
178,2,"5.99","20"
354,2,"4.99","20"
354,2,"0.99","20"
372,2,"8.99","20"
178,2,"0.99","20"
178,2,"2.99","20"
178,2,"4.99","20"
469,2,"2.99","20"
373,2,"5.99","20"
373,2,"0.99","20"
178,2,"6.99","20"
178,2,"2.99","20"
178,2,"3.99","20"
178,2,"1.99","20"
178,2,"6.99","20"
178,2,"2.99","20"
178,2,"2.99","20"
178,2,"6.99","20"
178,2,"3.99","20"
178,2,"6.99","20"
178,2,"6.99","20"
178,2,"0.99","20"
66,2,"6.99","20"
66,2,"2.99","20"
66,2,"2.99","20"
66,2,"2.99","20"
66,2,"5.99","20"
66,2,"0.99","20"
372,2,"7.99","20"
372,2,"4.99","20"
372,2,"4.99","20"
372,2,"4.99","20"
372,2,"0.99","20"
372,2,"7.99","20"
372,2,"5.99","20"
372,2,"10.99","20"
372,2,"3.99","20"
371,2,"0.99","20"
371,2,"0.99","20"
371,2,"7.99","20"
371,2,"4.99","20"
371,2,"0.99","20"
371,2,"5.99","20"
371,2,"8.99","20"
371,2,"2.99","20"
371,2,"9.99","20"
371,2,"3.99","20"
66,2,"4.99","20"
66,2,"2.99","20"
66,2,"5.99","20"
66,2,"2.99","20"
66,2,"2.99","20"
66,2,"6.99","20"
469,2,"0.99","20"
66,2,"0.99","20"
66,2,"5.99","20"
373,2,"2.99","20"
373,2,"4.99","20"
373,2,"3.99","20"
373,2,"2.99","20"
373,2,"2.99","20"
373,2,"6.99","20"
469,2,"4.99","20"
469,2,"6.99","20"
30,2,"2.99","19"
30,2,"2.99","19"
30,2,"7.99","19"
30,2,"5.99","19"
30,2,"2.99","19"
405,2,"0.99","19"
405,2,"7.99","19"
470,2,"8.99","19"
470,2,"6.99","19"
470,2,"4.99","19"
405,2,"0.99","19"
405,2,"0.99","19"
533,2,"4.99","19"
533,2,"2.99","19"
533,2,"0.99","19"
533,2,"9.99","19"
533,2,"2.99","19"
533,2,"2.99","19"
405,2,"4.99","19"
533,2,"1.99","19"
533,2,"3.99","19"
533,2,"7.99","19"
533,2,"0.99","19"
533,2,"2.99","19"
533,2,"6.99","19"
470,2,"0.99","19"
158,2,"2.99","19"
158,2,"0.99","19"
158,2,"4.99","19"
158,2,"6.99","19"
158,2,"8.99","19"
158,2,"2.99","19"
158,2,"2.99","19"
158,2,"5.99","19"
158,2,"4.99","19"
158,2,"1.99","19"
535,2,"0.99","19"
470,2,"7.99","19"
470,2,"4.99","19"
141,2,"7.99","19"
141,2,"3.99","19"
362,2,"2.99","19"
362,2,"6.99","19"
362,2,"4.99","19"
362,2,"3.99","19"
158,2,"1.99","19"
470,2,"3.99","19"
362,2,"2.99","19"
362,2,"2.99","19"
362,2,"2.99","19"
198,2,"2.99","19"
404,2,"4.99","19"
404,2,"2.99","19"
404,2,"2.99","19"
404,2,"4.99","19"
404,2,"10.99","19"
404,2,"0.99","19"
404,2,"4.99","19"
404,2,"8.99","19"
404,2,"5.99","19"
129,2,"4.99","19"
129,2,"3.99","19"
129,2,"4.99","19"
470,2,"1.99","19"
470,2,"2.99","19"
141,2,"2.99","19"
141,2,"7.99","19"
550,2,"4.99","19"
550,2,"2.99","19"
550,2,"4.99","19"
550,2,"0.99","19"
550,2,"2.99","19"
550,2,"9.99","19"
550,2,"4.99","19"
550,2,"2.99","19"
550,2,"4.99","19"
550,2,"2.99","19"
550,2,"4.99","19"
550,2,"9.99","19"
550,2,"6.99","19"
404,2,"5.99","19"
404,2,"0.99","19"
141,2,"2.99","19"
141,2,"7.99","19"
141,2,"7.99","19"
535,2,"8.99","19"
129,2,"2.99","19"
129,2,"5.99","19"
129,2,"4.99","19"
131,2,"6.99","19"
131,2,"0.99","19"
131,2,"2.99","19"
131,2,"2.99","19"
362,2,"4.99","19"
362,2,"5.99","19"
535,2,"2.99","19"
535,2,"8.99","19"
535,2,"3.99","19"
362,2,"4.99","19"
362,2,"1.99","19"
362,2,"8.99","19"
535,2,"5.99","19"
362,2,"4.99","19"
131,2,"7.99","19"
535,2,"5.99","19"
141,2,"4.99","19"
141,2,"4.99","19"
141,2,"2.99","19"
576,2,"8.99","19"
576,2,"5.99","19"
576,2,"2.99","19"
576,2,"8.99","19"
576,2,"4.99","19"
576,2,"6.99","19"
576,2,"3.99","19"
576,2,"5.98","19"
576,2,"0.99","19"
576,2,"0.99","19"
576,2,"4.99","19"
576,2,"5.99","19"
576,2,"3.99","19"
576,2,"1.99","19"
198,2,"0.99","19"
198,2,"4.99","19"
198,2,"0.99","19"
198,2,"2.99","19"
198,2,"4.99","19"
198,2,"4.99","19"
141,2,"0.99","19"
141,2,"2.99","19"
535,2,"4.99","19"
535,2,"1.99","19"
535,2,"6.99","19"
129,2,"10.99","19"
198,2,"4.99","19"
198,2,"2.99","19"
198,2,"2.99","19"
198,2,"0.99","19"
198,2,"2.99","19"
198,2,"0.99","19"
198,2,"4.99","19"
129,2,"1.99","19"
129,2,"4.99","19"
129,2,"4.99","19"
129,2,"0.99","19"
129,2,"2.99","19"
405,2,"1.99","19"
405,2,"2.99","19"
158,2,"5.99","19"
129,2,"4.99","19"
129,2,"0.99","19"
129,2,"0.99","19"
129,2,"2.99","19"
131,2,"2.99","19"
131,2,"0.99","19"
131,2,"0.99","19"
131,2,"4.99","19"
470,2,"8.99","19"
141,2,"2.99","19"
470,2,"4.99","19"
470,2,"4.99","19"
470,2,"4.99","19"
405,2,"3.99","19"
405,2,"5.99","19"
405,2,"2.99","19"
405,2,"5.99","19"
405,2,"4.99","19"
30,2,"2.99","19"
30,2,"2.99","19"
30,2,"0.99","19"
30,2,"2.99","19"
30,2,"4.99","19"
30,2,"2.99","19"
30,2,"1.99","19"
30,2,"0.99","19"
30,2,"2.99","19"
30,2,"4.99","19"
30,2,"4.99","19"
468,2,"4.99","18"
197,2,"4.99","18"
197,2,"4.99","18"
114,2,"4.99","18"
114,2,"6.99","18"
114,2,"5.99","18"
114,2,"3.99","18"
267,2,"2.99","18"
267,2,"7.99","18"
267,2,"2.99","18"
267,2,"4.99","18"
267,2,"7.98","18"
267,2,"0.00","18"
267,2,"4.99","18"
468,2,"3.99","18"
468,2,"3.99","18"
468,2,"3.99","18"
452,2,"4.99","18"
452,2,"0.99","18"
452,2,"6.99","18"
452,2,"2.99","18"
452,2,"0.99","18"
452,2,"2.99","18"
452,2,"4.99","18"
452,2,"6.99","18"
452,2,"3.99","18"
267,2,"4.99","18"
267,2,"3.99","18"
267,2,"4.99","18"
468,2,"0.99","18"
179,2,"7.99","18"
179,2,"7.99","18"
179,2,"3.99","18"
114,2,"5.99","18"
452,2,"6.99","18"
452,2,"4.99","18"
135,2,"0.99","18"
135,2,"1.99","18"
135,2,"2.99","18"
135,2,"0.99","18"
254,2,"3.99","18"
254,2,"2.99","18"
502,2,"5.99","18"
502,2,"2.99","18"
502,2,"7.99","18"
502,2,"2.99","18"
502,2,"8.99","18"
502,2,"3.99","18"
502,2,"4.99","18"
502,2,"4.99","18"
502,2,"0.99","18"
502,2,"4.99","18"
502,2,"7.99","18"
502,2,"0.99","18"
502,2,"2.99","18"
254,2,"0.99","18"
254,2,"4.99","18"
254,2,"2.99","18"
254,2,"4.99","18"
254,2,"7.99","18"
254,2,"1.99","18"
254,2,"0.99","18"
254,2,"4.99","18"
254,2,"4.99","18"
254,2,"2.99","18"
254,2,"0.99","18"
418,2,"7.99","18"
418,2,"5.99","18"
468,2,"4.99","18"
468,2,"4.99","18"
468,2,"4.99","18"
468,2,"4.99","18"
468,2,"10.99","18"
468,2,"6.99","18"
468,2,"5.99","18"
468,2,"2.99","18"
197,2,"4.99","18"
197,2,"4.99","18"
197,2,"2.99","18"
197,2,"4.99","18"
197,2,"6.99","18"
197,2,"8.99","18"
197,2,"2.99","18"
241,2,"0.99","18"
241,2,"2.99","18"
241,2,"2.99","18"
241,2,"6.99","18"
241,2,"2.99","18"
241,2,"3.99","18"
241,2,"4.99","18"
241,2,"0.99","18"
241,2,"0.99","18"
241,2,"2.99","18"
241,2,"5.99","18"
241,2,"2.99","18"
241,2,"2.99","18"
241,2,"7.99","18"
241,2,"3.99","18"
197,2,"0.99","18"
197,2,"0.99","18"
197,2,"3.99","18"
13,2,"11.99","18"
13,2,"7.99","18"
13,2,"2.99","18"
13,2,"5.99","18"
13,2,"7.99","18"
13,2,"4.99","18"
13,2,"0.99","18"
13,2,"9.99","18"
13,2,"0.99","18"
13,2,"0.99","18"
197,2,"3.99","18"
197,2,"0.99","18"
260,2,"2.99","18"
260,2,"8.99","18"
418,2,"0.99","18"
418,2,"2.99","18"
418,2,"2.99","18"
418,2,"5.99","18"
452,2,"4.99","18"
418,2,"2.99","18"
418,2,"0.99","18"
418,2,"1.99","18"
418,2,"3.99","18"
418,2,"2.99","18"
418,2,"5.99","18"
135,2,"7.99","18"
135,2,"5.99","18"
135,2,"5.99","18"
179,2,"0.99","18"
179,2,"7.99","18"
559,2,"0.99","18"
559,2,"4.99","18"
559,2,"4.99","18"
559,2,"4.99","18"
559,2,"4.99","18"
559,2,"1.99","18"
559,2,"4.99","18"
15,2,"2.99","18"
15,2,"5.99","18"
15,2,"3.99","18"
15,2,"0.99","18"
15,2,"6.99","18"
15,2,"0.00","18"
15,2,"4.99","18"
15,2,"2.99","18"
15,2,"8.99","18"
15,2,"4.99","18"
15,2,"0.99","18"
15,2,"2.99","18"
15,2,"2.99","18"
15,2,"2.99","18"
15,2,"8.99","18"
559,2,"0.99","18"
559,2,"6.99","18"
559,2,"2.99","18"
418,2,"10.99","18"
416,2,"2.99","18"
416,2,"0.99","18"
416,2,"2.99","18"
416,2,"2.99","18"
264,2,"0.99","18"
264,2,"2.99","18"
416,2,"4.99","18"
416,2,"0.99","18"
416,2,"5.99","18"
416,2,"2.99","18"
416,2,"5.99","18"
416,2,"2.99","18"
416,2,"0.99","18"
260,2,"0.99","18"
260,2,"6.99","18"
260,2,"2.99","18"
260,2,"0.99","18"
439,2,"4.99","18"
439,2,"0.99","18"
439,2,"6.99","18"
439,2,"1.99","18"
439,2,"5.99","18"
439,2,"5.99","18"
439,2,"3.99","18"
439,2,"4.99","18"
439,2,"5.99","18"
439,2,"9.99","18"
439,2,"4.99","18"
457,2,"10.99","18"
457,2,"6.99","18"
439,2,"4.99","18"
559,2,"1.99","18"
135,2,"2.99","18"
573,2,"9.99","18"
573,2,"2.99","18"
573,2,"4.99","18"
573,2,"0.99","18"
573,2,"5.99","18"
573,2,"2.99","18"
573,2,"4.99","18"
168,2,"0.99","18"
168,2,"4.99","18"
168,2,"4.99","18"
168,2,"0.99","18"
168,2,"5.99","18"
168,2,"2.99","18"
168,2,"0.99","18"
573,2,"5.99","18"
573,2,"2.99","18"
573,2,"10.99","18"
573,2,"5.99","18"
168,2,"3.99","18"
168,2,"1.99","18"
168,2,"6.99","18"
168,2,"1.99","18"
168,2,"4.99","18"
168,2,"6.99","18"
168,2,"4.99","18"
168,2,"2.99","18"
349,2,"6.99","18"
349,2,"4.99","18"
349,2,"5.99","18"
264,2,"0.99","18"
264,2,"2.99","18"
264,2,"0.99","18"
264,2,"2.99","18"
264,2,"3.99","18"
264,2,"2.99","18"
349,2,"8.99","18"
349,2,"4.99","18"
349,2,"2.99","18"
349,2,"6.99","18"
349,2,"4.99","18"
349,2,"4.99","18"
349,2,"3.99","18"
25,2,"2.99","18"
25,2,"8.99","18"
25,2,"2.99","18"
25,2,"6.99","18"
25,2,"2.99","18"
25,2,"2.99","18"
25,2,"2.99","18"
25,2,"0.99","18"
25,2,"2.99","18"
25,2,"2.99","18"
349,2,"6.99","18"
260,2,"2.99","18"
260,2,"2.99","18"
260,2,"2.99","18"
527,2,"3.99","18"
527,2,"3.99","18"
527,2,"4.99","18"
527,2,"1.99","18"
527,2,"0.99","18"
527,2,"0.99","18"
527,2,"0.99","18"
385,2,"7.99","18"
260,2,"4.99","18"
385,2,"8.99","18"
385,2,"0.99","18"
385,2,"4.99","18"
385,2,"0.99","18"
385,2,"2.99","18"
385,2,"8.99","18"
356,2,"4.99","18"
356,2,"2.99","18"
356,2,"4.99","18"
356,2,"2.99","18"
439,2,"5.99","18"
439,2,"2.99","18"
439,2,"5.99","18"
439,2,"2.99","18"
135,2,"4.99","18"
135,2,"7.99","18"
135,2,"4.99","18"
457,2,"2.99","18"
457,2,"2.99","18"
457,2,"4.99","18"
457,2,"0.99","18"
457,2,"0.00","18"
457,2,"0.99","18"
457,2,"5.99","18"
267,2,"2.99","18"
267,2,"3.99","18"
267,2,"9.99","18"
267,2,"0.99","18"
267,2,"0.99","18"
267,2,"4.99","18"
457,2,"4.99","18"
114,2,"2.99","18"
114,2,"2.99","18"
114,2,"2.99","18"
114,2,"5.99","18"
114,2,"4.99","18"
356,2,"3.99","18"
356,2,"6.99","18"
356,2,"6.99","18"
356,2,"4.99","18"
356,2,"4.99","18"
356,2,"5.99","18"
356,2,"6.99","18"
179,2,"0.99","18"
179,2,"4.99","18"
356,2,"5.99","18"
179,2,"0.99","18"
179,2,"6.99","18"
114,2,"0.99","18"
114,2,"4.99","18"
114,2,"7.99","18"
197,2,"4.99","18"
260,2,"0.99","18"
260,2,"2.99","18"
260,2,"3.99","18"
368,2,"7.99","18"
368,2,"0.99","18"
368,2,"2.99","18"
368,2,"8.99","18"
368,2,"2.99","18"
368,2,"4.99","18"
368,2,"2.99","18"
368,2,"1.99","18"
368,2,"1.99","18"
368,2,"8.99","18"
368,2,"8.99","18"
368,2,"0.99","18"
368,2,"4.99","18"
368,2,"4.99","18"
468,2,"4.99","18"
468,2,"5.99","18"
468,2,"2.99","18"
468,2,"6.99","18"
245,2,"2.99","17"
245,2,"2.99","17"
245,2,"2.99","17"
245,2,"0.99","17"
451,2,"2.99","17"
451,2,"2.99","17"
451,2,"1.99","17"
451,2,"2.99","17"
96,2,"4.99","17"
96,2,"0.99","17"
96,2,"5.99","17"
96,2,"0.99","17"
96,2,"7.99","17"
96,2,"4.99","17"
96,2,"4.99","17"
96,2,"2.99","17"
96,2,"4.99","17"
96,2,"3.99","17"
96,2,"4.99","17"
451,2,"6.99","17"
451,2,"6.99","17"
451,2,"2.99","17"
451,2,"8.99","17"
245,2,"6.99","17"
300,2,"5.99","17"
300,2,"2.99","17"
300,2,"2.99","17"
300,2,"2.99","17"
300,2,"5.99","17"
300,2,"3.99","17"
300,2,"4.99","17"
300,2,"6.99","17"
300,2,"2.99","17"
300,2,"0.99","17"
307,2,"4.99","17"
307,2,"6.99","17"
307,2,"4.99","17"
307,2,"6.99","17"
14,2,"4.99","17"
14,2,"4.99","17"
14,2,"3.99","17"
14,2,"6.99","17"
14,2,"6.99","17"
14,2,"4.99","17"
14,2,"7.99","17"
595,2,"2.99","17"
595,2,"3.99","17"
595,2,"0.99","17"
595,2,"2.99","17"
595,2,"0.99","17"
331,2,"3.99","17"
331,2,"8.99","17"
331,2,"5.99","17"
331,2,"4.99","17"
331,2,"4.99","17"
331,2,"6.99","17"
221,2,"2.99","17"
221,2,"0.99","17"
221,2,"5.99","17"
221,2,"4.99","17"
221,2,"3.99","17"
221,2,"2.99","17"
221,2,"0.99","17"
221,2,"4.99","17"
221,2,"5.99","17"
221,2,"8.99","17"
221,2,"0.99","17"
21,2,"4.99","17"
21,2,"0.99","17"
21,2,"2.99","17"
21,2,"6.99","17"
21,2,"1.99","17"
21,2,"4.99","17"
21,2,"4.99","17"
21,2,"4.99","17"
21,2,"0.99","17"
21,2,"0.99","17"
21,2,"2.99","17"
21,2,"4.99","17"
21,2,"8.99","17"
21,2,"2.99","17"
21,2,"2.99","17"
21,2,"7.99","17"
595,2,"2.99","17"
595,2,"2.99","17"
566,2,"2.99","17"
566,2,"0.99","17"
566,2,"2.99","17"
262,2,"7.99","17"
262,2,"7.99","17"
262,2,"0.99","17"
262,2,"3.99","17"
262,2,"6.99","17"
262,2,"4.99","17"
262,2,"3.99","17"
262,2,"2.99","17"
262,2,"8.99","17"
262,2,"0.99","17"
262,2,"0.99","17"
566,2,"1.99","17"
566,2,"6.99","17"
566,2,"4.99","17"
566,2,"4.99","17"
566,2,"2.99","17"
566,2,"4.99","17"
566,2,"4.99","17"
566,2,"4.99","17"
566,2,"8.99","17"
566,2,"2.99","17"
566,2,"6.99","17"
566,2,"2.99","17"
566,2,"4.99","17"
565,2,"4.99","17"
565,2,"5.99","17"
565,2,"0.99","17"
565,2,"4.99","17"
565,2,"5.99","17"
565,2,"4.99","17"
565,2,"6.99","17"
565,2,"3.99","17"
565,2,"10.99","17"
565,2,"0.99","17"
565,2,"4.99","17"
561,2,"2.99","17"
561,2,"2.99","17"
561,2,"2.99","17"
561,2,"0.99","17"
561,2,"2.99","17"
561,2,"7.99","17"
561,2,"2.99","17"
561,2,"2.99","17"
561,2,"4.99","17"
560,2,"5.99","17"
560,2,"4.99","17"
560,2,"4.99","17"
560,2,"5.99","17"
560,2,"1.99","17"
560,2,"5.98","17"
560,2,"9.99","17"
560,2,"2.99","17"
560,2,"5.99","17"
560,2,"4.99","17"
560,2,"4.99","17"
560,2,"2.99","17"
560,2,"0.00","17"
595,2,"0.99","17"
595,2,"4.99","17"
595,2,"10.99","17"
595,2,"2.99","17"
595,2,"4.99","17"
595,2,"0.99","17"
38,2,"3.99","17"
38,2,"0.99","17"
38,2,"3.99","17"
38,2,"5.99","17"
38,2,"5.99","17"
38,2,"4.99","17"
38,2,"2.99","17"
38,2,"4.99","17"
38,2,"1.99","17"
38,2,"3.99","17"
38,2,"1.99","17"
38,2,"4.99","17"
38,2,"6.99","17"
38,2,"2.99","17"
38,2,"0.99","17"
38,2,"1.99","17"
38,2,"2.99","17"
38,2,"2.99","17"
42,2,"2.99","17"
42,2,"2.99","17"
42,2,"4.99","17"
42,2,"5.99","17"
42,2,"3.99","17"
42,2,"2.99","17"
42,2,"3.99","17"
42,2,"3.99","17"
42,2,"6.99","17"
42,2,"2.99","17"
42,2,"2.99","17"
42,2,"2.99","17"
42,2,"0.99","17"
186,2,"3.99","17"
186,2,"0.99","17"
186,2,"4.99","17"
186,2,"4.99","17"
186,2,"4.99","17"
186,2,"5.99","17"
186,2,"2.99","17"
186,2,"0.99","17"
186,2,"0.99","17"
186,2,"4.99","17"
186,2,"4.99","17"
186,2,"4.99","17"
186,2,"3.99","17"
45,2,"3.99","17"
45,2,"0.99","17"
45,2,"6.99","17"
45,2,"4.99","17"
45,2,"2.99","17"
45,2,"2.99","17"
45,2,"7.99","17"
45,2,"2.99","17"
45,2,"4.99","17"
45,2,"0.99","17"
377,2,"0.99","17"
377,2,"4.99","17"
377,2,"2.99","17"
377,2,"0.99","17"
377,2,"4.99","17"
377,2,"3.99","17"
377,2,"0.99","17"
377,2,"7.99","17"
377,2,"10.99","17"
377,2,"3.99","17"
538,2,"5.99","17"
538,2,"8.99","17"
538,2,"4.99","17"
538,2,"2.99","17"
538,2,"4.99","17"
538,2,"2.99","17"
538,2,"4.99","17"
538,2,"8.99","17"
538,2,"3.99","17"
538,2,"0.99","17"
538,2,"2.99","17"
592,2,"0.99","17"
592,2,"3.99","17"
592,2,"2.99","17"
592,2,"6.99","17"
592,2,"5.99","17"
592,2,"0.99","17"
592,2,"6.99","17"
592,2,"0.99","17"
592,2,"0.99","17"
592,2,"2.99","17"
592,2,"0.99","17"
592,2,"0.99","17"
592,2,"4.99","17"
591,2,"5.99","17"
591,2,"4.99","17"
591,2,"5.99","17"
591,2,"4.99","17"
591,2,"4.99","17"
591,2,"0.99","17"
591,2,"2.99","17"
591,2,"2.99","17"
591,2,"11.99","17"
591,2,"3.99","17"
7,2,"2.99","17"
7,2,"7.99","17"
7,2,"5.99","17"
7,2,"6.99","17"
7,2,"0.99","17"
7,2,"3.99","17"
7,2,"7.99","17"
7,2,"5.99","17"
7,2,"5.99","17"
7,2,"2.99","17"
386,2,"0.99","17"
386,2,"6.99","17"
386,2,"5.99","17"
386,2,"3.99","17"
386,2,"3.99","17"
386,2,"2.99","17"
386,2,"4.99","17"
386,2,"6.99","17"
386,2,"2.99","17"
386,2,"4.99","17"
386,2,"4.99","17"
